system:index,Asset ID,Asset Name,Block,District,Exists,Panchayat,UID,built_in_2017,ndvi_Kharif_2016,ndvi_Kharif_2018,ndvi_Kharif_2019,ndvi_Kharif_2020,ndvi_Kharif_2021,ndvi_Rabi_2016,ndvi_Rabi_2018,ndvi_Rabi_2019,ndvi_Rabi_2020,ndvi_Rabi_2021,ndvi_Zaid_2016,ndvi_Zaid_2018,ndvi_Zaid_2019,ndvi_Zaid_2020,ndvi_Zaid_2021,remarks,size,water_visible,.geo
00000000000000000056,31012071069,बदरहिया गाव के पास सार्वजनिक पोखरा खुदाई कार्य,khadda,KUSHI NAGAR,1,kop jangal,1964,1,0.3390187005884608,0.3209656668022682,0.3976238957160324,,0.3412184546347053,0.28836901910050644,0.2973853751215755,0.28199676844704485,,0.3057108540591762,0.2739137798942953,0.23250447746731015,0.3035603402190141,,0.250720259357134,"only digging take place , no water is present in pond",602.42,0,"{""type"":""Point"",""coordinates"":[83.81216200260853,27.155515178188484]}"
0000000000000000005c,5001391671,ग्राम शिवराम में अनिल झा के निजी जमीन में पोखर खुदाई कार्य |,benipur,DARBHANGA,1,shivram,44,1,0.35095447301864624,0.17295575141906738,0.3107649794280437,0.26564136147499084,0.3073785603046417,0.2673850655555725,0.16869136691093445,0.2659002681206998,0.17034713923931122,0.29126617312431335,0.2774742841720581,0.15963761508464813,0.2801768486767137,0.21383102238178253,0.2749197632074356,,999.0,1,"{""type"":""Point"",""coordinates"":[86.0592278782694,26.1314380302541]}"
0000000000000000005d,5003607197,Gram Bharwari Me Prabhakar Chaudhi Ke Niji Jamin Me Pokhra Nirman Kary,baheri,DARBHANGA,1,chaewa bharwari,56,1,0.286862907612628,0.20054344974813007,0.3402057480842075,0.19445823738408785,0.11623504039443355,0.20194165255692625,0.2903153896331787,0.3471357467640566,0.2786039830161192,0.2713434775049059,0.20314565845601026,0.19747174956968852,0.34145011587831,0.2903111281803595,0.23819568329172128,,2979.0,1,"{""type"":""Point"",""coordinates"":[85.950399057959,25.97030395458679]}"
0000000000000000005e,5003602970,GRAM BHAGAWATI PUR ME MUKESH SINGH KE NIJI JAMIN ME POKHAR NIRMAN,baheri,DARBHANGA,1,hathauri south,64,1,0.353056827714664,0.3710995347652942,0.36528299875309966,0.21515159409818047,0.30670907252461965,0.30389557043633464,0.23223664524701254,0.3397017644435799,0.15207619139845163,0.3199675374582926,0.28378213128729346,0.2807042475895879,0.3706513836162956,0.19917824727540112,0.3304679132168628,,505.0,1,"{""type"":""Point"",""coordinates"":[85.9949856093924,25.936833942079616]}"
00000000000000000062,5001223818,Gram mansara me Maharaji pokhar ka urahikaran,gaurabauram,DARBHANGA,1,mansara,75,1,0.3476022990524536,0.3336345832853829,0.3164901646920578,0.37750737539007645,0.35468381228722295,0.26067648996948295,0.3158287629328001,0.2873866114815827,0.26958256724522556,0.3486427688223171,0.23610494176350288,0.30948681775054954,0.33558560936803483,0.31039771422866946,0.29190351602182196,,1211.0,1,"{""type"":""Point"",""coordinates"":[86.32323341523971,25.90545524796652]}"
00000000000000000064,5000991668,Gram Manjha Kandhwaliya me Rajiv Rai ke Niji Jamin me Pokhra Nirman kary.,phulwariya,GOPALGANJ,1,majhagosai,132,1,0.38339496404603185,0.39538028836250305,,0.37526198993261406,0.40628393685303177,0.3158010969979606,0.41204577684402466,,0.3454822209805565,0.3892291313989261,0.2849734337827732,0.31459149718284607,,0.2998372630565954,0.36392127408549496,,644.0,1,"{""type"":""Point"",""coordinates"":[84.25189179389304,26.410930025183035]}"
00000000000000000066,5000990767,ग्राम सिगहा टोला तुलसिया में हलवाई बांध के किनारे पोखरी का खुदाई कार्य,hathua,GOPALGANJ,1,singha,153,1,0.35544302002681893,0.19245570472308568,0.22564581067016323,0.18642232643154438,0.2506232296795824,0.16617545740778938,0.16353076483522141,0.17834261643862073,0.15627234439547827,0.16549828300222733,0.2608304774188044,0.15648752876690455,0.22687044049139085,0.27586976953296494,0.2153500952227841,,2551.0,1,"{""type"":""Point"",""coordinates"":[84.27269795940842,26.341180766505026]}"
00000000000000000067,5001266034,Gram Manjha Gosai me Mritunjay Singh ke Niji jamin me Pokhra Nirman kary,phulwariya,GOPALGANJ,1,majhagosai,155,1,0.30289360880851746,0.24405403435230255,0.28370765490191324,0.26447242498397827,0.24949417194041396,0.38092905282974243,0.27194071809450787,0.31170861423015594,0.26301835228999454,0.21685845230079728,0.3524792194366455,0.18374095857143402,0.33513870409556795,0.21578349421421686,0.24762173061427875,,1379.0,1,"{""type"":""Point"",""coordinates"":[84.23963818419817,26.405998259417927]}"
00000000000000000068,5001395694,ग्राम इन्द्रवा शाकिर में जुल्फेकर अहमद के निजी भूमि में तलाब का निर्माण कार्य |,thawe,GOPALGANJ,1,indarwa bedullah,163,1,0.3352432097984215,0.36187309514593197,,0.2538121300924344,0.31903851582867937,0.24681569621375996,0.2924540230079934,,0.21251450650349712,0.2690734235707233,0.30322322341501456,0.26494968752066295,,0.17573389864473155,0.263821591838401,,2052.0,1,"{""type"":""Point"",""coordinates"":[84.39481490085808,26.468140291698745]}"
00000000000000000069,5001085049,jagritola vard no 2 me kanhiya choudhary ke niji jamin me pokara ka nirman,gopalganj,GOPALGANJ,1,jagiri tola,173,1,0.21175062577476944,0.2561682946836387,0.192407488822937,0.10794688047453713,0.08322646351650505,0.23062436601494324,0.1964609555515217,0.23075810074806213,0.26564951551611904,0.17726362125230677,0.288143870057696,0.23849577096534305,0.24378834664821625,0.13814211628421733,0.16837667841820378,,660.0,1,"{""type"":""Point"",""coordinates"":[84.47471307353374,26.498457719761127]}"
0000000000000000006b,5001083342,wc,manjha,GOPALGANJ,1,shekh parsa,185,1,0.2656859347875091,0.22144136826197305,0.29157221994616767,0.16518217533034213,0.22779589891433716,0.2522771759279843,0.1457932045062383,0.37379085475748236,0.21921104425683294,0.15258263051509857,0.270942645511408,0.2634598712126414,0.367919458584352,0.2209821593761444,0.17592941224575043,,3427.0,1,"{""type"":""Point"",""coordinates"":[84.50127147940805,26.392991061645027]}"
00000000000000000070,5003953507,khet pokhar,jamui,JAMUI,1,karan,247,1,0.4210599958896637,0.3725774625893619,0.36704039045025705,0.4118873960240093,0.34912933951791886,0.3125819265842438,0.3245518132995278,0.313398203067018,0.2966480524521345,0.3246172247326566,0.20510883629322052,0.3685814691595282,0.34520684560905385,0.27352986679016167,0.323134661389926,,981.0,1,"{""type"":""Point"",""coordinates"":[86.17444213128833,25.003370186652308]}"
00000000000000000075,5001305446,Kajhatari me khajur bandh nirman,laxmipur,JAMUI,1,dighi,283,1,0.25430962443351746,0.24003123452788905,0.2000347892443339,0.2608883037016942,0.27204990200698376,0.14191322028636932,0.18606328572097577,0.1833454877138138,0.18627171562268183,0.2508011143654585,0.17092780768871307,0.1513097411707828,0.2117366204659144,0.2523279763185061,0.1915692426264286,,3401.0,1,"{""type"":""Point"",""coordinates"":[86.49231806808534,24.962756694257525]}"
00000000000000000076,5000911941,RAMANI TOLA ME TALAB NIRMAN,laxmipur,JAMUI,1,goura,284,1,0.2207426499693757,0.1361987590789795,0.30348466691516696,0.22219971742212574,0.17000594709645556,0.2062071490639056,0.06574731599539518,0.20645419827529363,0.2024226628936318,0.2032066869364333,0.15611543041476092,0.12251587957143784,0.27162850612685796,0.30428295484475437,0.2029677899738266,,2478.0,1,"{""type"":""Point"",""coordinates"":[86.35309155589358,24.9655079596075]}"
0000000000000000007b,5001206976,hridesh pandey ke jamin me talab nirman,laxmipur,JAMUI,1,kala,309,1,0.22565624117851257,0.21473696402141026,0.2538928346194641,0.19587725400924683,0.2926376632281712,0.2280648648738861,0.14122578501701355,0.15375489736926232,0.11801433563232422,0.16234145632811955,0.1501346379518509,0.11215237208775111,0.21144923999728032,0.11421335488557816,0.13962710542338236,,2468.0,1,"{""type"":""Point"",""coordinates"":[86.39977388482211,24.95144395488493]}"
0000000000000000007c,5001295227,sirsiya ahar ki khudai,laxmipur,JAMUI,1,kala,310,1,0.18615760048888577,0.20850724946843077,0.21196230568669058,0.22154012531648906,0.27413947710342573,0.1861091723795887,0.18597814471764787,0.1720729565078562,0.18322513141699695,0.13771562310948704,0.14774265405424644,0.15677325303695486,0.21525362946770407,0.21752663334887357,0.16470489324184884,,2724.0,1,"{""type"":""Point"",""coordinates"":[86.40024209043274,24.961209386191978]}"
00000000000000000088,5001250786,WC/20231299,jhajha,JAMUI,1,karma,387,1,0.2523922709857716,0.2612397149205208,0.1613664139400829,0.2548137307167053,0.2820142294679369,0.13140599078991833,0.13703981041908264,0.1885866712440144,0.11467871069908142,0.12695529205458506,0.12306659975472618,0.12522041611373425,0.198571809313514,0.23527587950229645,0.1830668023654393,,4097.0,1,"{""type"":""Point"",""coordinates"":[86.49991637628041,24.89055493000013]}"
0000000000000000008c,5003086136,ग्राम पंचायत राज-कुंधुर के ग्राम गेेेेनाडीह में मंजू देवी के जमीन पर खेत पोखर निर्मण,gidhor,JAMUI,1,kundhpur,411,1,0.4152873456478119,0.2992558171590619,0.36891803225510145,0.4382201762169902,0.4153207503169989,0.2969270348548889,0.2947528355740422,0.30849644534904624,0.2801317240449478,0.315762068666437,0.26787376403808594,0.34117401678963466,0.3475588392013873,0.28246675078280675,0.28437151637116476,,711.0,1,"{""type"":""Point"",""coordinates"":[86.31320935607157,24.89386358298179]}"
00000000000000000093,5000917733,TALAB NIRMAN,khaira,JAMUI,1,raipura,479,1,0.4113400815266562,0.3474352618671451,0.40316287068775364,0.36805450378791704,0.19509288172525754,0.3712073332202601,0.28796967926353306,0.32088944084494686,0.3245449401567297,0.16273797062119288,0.3675846911974041,0.364176899889198,0.4138955060141059,0.3537479610174184,0.1639214884439266,,970.0,1,"{""type"":""Point"",""coordinates"":[86.20217328073971,24.81825506551956]}"
00000000000000000094,5001016733,pokhar niman,khaira,JAMUI,1,raipura,482,1,0.37925695147312866,0.3680656232508155,0.4126294328199051,0.4124043047079824,0.377821408101041,0.3251744305210681,0.3154540030666477,0.33332449450637364,0.31756574417647676,0.3553203267704928,0.2399822734657774,0.3742900033003022,0.35043930060491,0.36486700218074397,0.34037177391178136,,575.0,1,"{""type"":""Point"",""coordinates"":[86.21198776215834,24.85233597487104]}"
0000000000000000009a,5000997273,pokhar khudai,terhagachh,KISHANGANJ,1,baigana panchayat,741,1,0.3716508815127146,0.37955009937286377,0.3259076178073883,,0.31426820158958435,0.3310464175409675,0.2731541395187378,0.25467702746391296,,0.16850586235523224,0.24849228656606448,0.3585529625415802,0.3304927945137024,,0.25206220149993896,,1142.18,1,"{""type"":""Point"",""coordinates"":[87.71513289087075,26.26693673396516]}"
000000000000000000a8,5001213757,sarkari pokhari,ghelarh,MADHEPURA,1,bhatrandha-parmanpur,908,1,0.3870113155432337,0.3658712921163258,0.3725241269487368,0.44720369577407837,0.21140266954898834,0.3424445451871322,0.39067151299630276,0.370218751938728,0.3031202554702759,0.2627025544643402,0.18627356643851262,0.3809417684466941,0.3542400262968789,0.38562002778053284,0.2404852658510208,,406.71,1,"{""type"":""Point"",""coordinates"":[86.63981175363017,25.991475766388547]}"
000000000000000000aa,5000948808,GP Itahari me Sunil Ray ke niji jamin me pokhar nirman karya.,alamnagar,MADHEPURA,1,itahari,927,1,0.28148810289493975,0.29995697715952924,0.2736291695742037,0.20940020609485574,0.17858148366212845,0.2992633146700794,0.3224432635463838,0.3204736873832615,0.35794763166985294,0.28741233237087727,0.31116439481304115,0.3951322439455571,0.406960482064723,0.3296109607400129,0.29616549611091614,,990.89,1,"{""type"":""Point"",""coordinates"":[86.91435414638977,25.518944827754886]}"
000000000000000000ab,5001457212,SHIV NARAYAN SAH KE NIJI JAMIN ME,ghoghardiha,MADHUBANI,1,bramhapur bathnaha,941,1,0.3999931216239929,0.30053876084706715,0.28863525659161826,,0.303025558590889,0.2861984372138977,0.26654445143476896,0.1965999136754565,,0.21465422213077545,0.29191315174102783,0.3188632914399797,0.20079496123765467,,0.19421453028917313,,2229.83,1,"{""type"":""Point"",""coordinates"":[86.47843688650596,26.330599319705208]}"
000000000000000000ac,5001457222,bhola mandal ke niji jamin me,ghoghardiha,MADHUBANI,1,bramhapur bathnaha,942,1,0.39089214448866094,0.15609337389469147,0.31227882840218973,,0.22048927636529136,0.284946298520816,0.0767614021897316,0.22196336107192632,,0.10438191010060842,0.2672267650303088,0.21822190284729004,0.22546909579391644,,0.15294190841761587,,1815.79,1,"{""type"":""Point"",""coordinates"":[86.4790656197545,26.330501219482034]}"
000000000000000000ad,5001457232,SHRIKANT MANDAL KE NIJI JAMIN ME,ghoghardiha,MADHUBANI,1,bramhapur bathnaha,943,1,0.4047908370831926,0.22427909863555037,0.2960340405503909,,0.303025558590889,0.30873102420254755,0.15780692083903256,0.2010985165834427,,0.21465422213077545,0.2927195695224069,0.26048524744823254,0.2059773455063502,,0.19421453028917313,,2081.75,1,"{""type"":""Point"",""coordinates"":[86.47843688650596,26.330166786903025]}"
000000000000000000ae,5001457250,JAY KANT MANDAL KE NIJI JAMIN MEIN,ghoghardiha,MADHUBANI,1,bramhapur bathnaha,944,1,0.3949441264073054,0.15609337389469147,0.30828470177948475,,0.3028858658255669,0.2961246520280838,0.0767614021897316,0.21530380472540855,,0.21445636225824036,0.27879221240679425,0.21822190284729004,0.22031961008906364,,0.19413313205209368,,1964.44,1,"{""type"":""Point"",""coordinates"":[86.47902102874396,26.330126654993542]}"
000000000000000000b0,5001149173,PAKARI ASHLI WARF 14 ME SARKARI POKHAR URAHI KARY,sahebganj,MUZAFFARPUR,1,1/7 bishunpur patti,972,1,0.16439274969426068,0.32426984111468,0.272510776296258,0.1137158004523652,0.16909088393052418,0.2125318558378653,0.3448767066001892,0.24038587510585785,0.26582499503772095,0.26669748723506925,0.23701672120527786,0.3209913372993469,0.2533900272101164,0.14030483377699604,0.24540547927220663,,2645.72,1,"{""type"":""Point"",""coordinates"":[84.92864510167347,26.236695110620687]}"
000000000000000000b3,"5,00,14,46,116",Shatrudhan prasad singh ke niji jamin me pokhar nirman kary,paroo,MUZAFFARPUR,1,3/3 baijalpur,1007,1,0.3601973056793213,0.2802404264609019,,0.09615481708856437,0.2760877013206482,0.3527732491493225,0.3375144104162852,,0.26370408290428893,0.21474310755729675,0.31877270340919495,0.3244820137818654,,0.14700607671066512,0.20705847442150116,arear increased,514.0,1,"{""type"":""Point"",""coordinates"":[84.98766576321688,26.084274118411805]}"
000000000000000000b7,"5,00,12,69,449",JOGINDRA SHANI KE NIJI JAMIN ME,paroo,MUZAFFARPUR,1,3/34 usti,1015,1,0.2962466902350736,0.3344827561348102,0.2696945071220398,0.24585311270685956,0.19993975863053276,0.16955431250863057,0.24013850845354845,0.22225241661071776,0.33676785798755327,0.2681435763092474,0.25639035827886025,0.25442451212237976,0.2953517436981201,0.21145480691391944,0.317109655100046,too large and flooded area,5007.13,1,"{""type"":""Point"",""coordinates"":[84.96873242014395,26.113186929642342]}"
000000000000000000b8,"5,00,12,69,456",KRISHNA MOHAN KUMAR KE NIJI JAMIN ME .,paroo,MUZAFFARPUR,1,3/34 usti,1018,1,0.26983030140399933,0.3263319631417592,0.3746458481658589,0.1644109519464629,0.2717639285893667,0.276754144165251,0.28870709240436554,0.28348001499067654,0.280348681977817,0.29808004413332256,0.27483591106202865,0.29126010338465375,0.30343698913400824,0.213057775582586,0.2736672446841285,,500.17,1,"{""type"":""Point"",""coordinates"":[84.97270547918257,26.11228619122955]}"
000000000000000000b9,"5,00,12,69,458",NAVAL SINGH KE NIJI JAMIN ME,paroo,MUZAFFARPUR,1,3/34 usti,1020,1,0.25361050587739287,0.3260022521483567,0.23938625424264748,0.11471693772231051,0.21223139234414318,0.15184840081056947,0.20180422621058605,0.22273287601838604,0.31412828764178724,0.27104438847000234,0.2391476111311168,0.22839769530464948,0.27290364326996225,0.17275611906604194,0.316908968273338,flodded area,417.23,1,"{""type"":""Point"",""coordinates"":[84.96777817251852,26.113093288520226]}"
000000000000000000be,"5,00,12,96,905",LALTI DEVI KE NIJI JAMIN ME POKHAR NIRMAN KARY,paroo,MUZAFFARPUR,1,3/5 bhagwanpur simra,1031,1,0.19304970496158222,0.25943882441539623,0.3407640248535284,0.19766169768236125,0.2376269823171218,0.2217981231933228,0.15369701132478064,0.2245169711252138,0.20065529934845674,0.23724919866865518,0.25275695074857285,0.17994937891916601,0.2638836503269111,0.23186844537592186,0.2913792920982827,many scattered ponds,2301.12,1,"{""type"":""Point"",""coordinates"":[85.10177415917455,26.06340998458273]}"
000000000000000000bf,"5,00,12,96,909",BHARAT SINGH KE NIJI JAMIN ME POKHAR NIRMAN KARY,paroo,MUZAFFARPUR,1,3/5 bhagwanpur simra,1032,1,0.1748912101536718,0.2769661344193691,0.3430769429390565,0.18796434744058002,0.24513260092891628,0.1733240282037199,0.16380474252874963,0.22519564994359137,0.2154537771455967,0.23003724114816695,0.22125339224103452,0.17401537539376422,0.26546693099140667,0.2491183293887133,0.2620172505919399,,2703.14,1,"{""type"":""Point"",""coordinates"":[85.1024118106252,26.062781251334197]}"
000000000000000000c0,"5,00,08,82,855",gram Tilakpakri me rajiv paswan ke niji jamin,saraiya,MUZAFFARPUR,1,4/18 madhaul,1033,1,0.2706960331896387,0.31936725568746516,0.3103150948882103,0.11871142275876002,0.16498270145546934,0.1418032485885121,0.22321384422259755,0.19046957790851593,0.1253102170009543,0.21814318532457236,0.26221041849269955,0.2529743501238055,0.20572558045387268,0.21030935968888761,0.2102245276981289,small cluseters,1055.29,1,"{""type"":""Point"",""coordinates"":[85.02902838458864,26.027211002230853]}"
000000000000000000c4,"5,00,09,88,162",RANA PRATAP SINGH KE JAMIN ME POKHAR,saraiya,MUZAFFARPUR,1,4/8 berua,1040,1,0.2894456717216761,0.35619340191796883,0.34125605873082016,0.24280290628360987,0.31518804712107323,0.3103014719740889,0.30094859772121785,0.36641473923482476,0.3233646289199402,0.3548158380543376,0.2770310422686613,0.25232337922165077,0.33335792470866016,0.218945337682828,0.2979469678585481,2 separate ponds,1113.64,1,"{""type"":""Point"",""coordinates"":[85.14011796913314,26.160671896760498]}"
000000000000000000c5,"5,00,12,69,497",RATAN KUMAR KE NIJI,saraiya,MUZAFFARPUR,1,4/8 berua,1043,1,0.2839352488517761,0.3563561187340663,0.342947031207512,0.22823857138412987,0.31141310549124435,0.3028647005558014,0.3006826008741672,0.3640817031630949,0.31887418934162526,0.3468453803065414,0.2842648923397064,0.2524388776375697,0.3315334866534323,0.2273098255752185,0.29177342126264866,,800.23,1,"{""type"":""Point"",""coordinates"":[85.14001540980891,26.160399891596235]}"
000000000000000000c7,"5,00,34,94,414",Subhankarpur purana pokhar ka urahi kary,marwan,MUZAFFARPUR,1,7/14 subhankarpur,1048,1,0.14692848920822144,0.3716260357732506,0.34394349713654376,0.20316362199875027,0.30604097096745025,0.31589052081108093,0.22673048271552443,0.23894688088660115,0.1884081587017092,0.24708164878907282,0.2558051645755768,0.28750862647794057,0.2738180511997475,0.27938534954164784,0.313580803624397,maybe reconstructed,4747.82,1,"{""type"":""Point"",""coordinates"":[85.32510377633534,26.12260901016828]}"
000000000000000000c8,"5,00,12,69,103",kundan singh ke niji jamin mai pokhar nirman kareya,marwan,MUZAFFARPUR,1,7/3 bhatauna,1049,1,0.21402201056480408,0.2805519998073578,0.3230670392513275,0.13266031732615263,0.21023459915901074,0.3217238187789917,0.28058035175005597,0.3158893585205078,0.20551679287846047,0.1984521248434854,0.2127721756696701,0.26165837049484253,0.3191489279270172,0.14672121080304137,0.2392751864356944,,2226.27,1,"{""type"":""Point"",""coordinates"":[85.27633904721486,26.08543794378675]}"
000000000000000000cb,"5,00,31,69,212",0515008017/WC/20231599,minapur,MUZAFFARPUR,1,8/17 manikpur,1053,1,0.2974503973722833,0.34343449322725234,0.2650767282618157,0.1766905791433788,0.23617715491789415,0.40162241501092466,0.29632380896970123,0.2808941328211835,0.17007245695600906,0.21680457038588544,0.2911842482374328,0.29082875340048087,0.3126800434898718,0.19338229183362587,0.230222283087481,,606.39,1,"{""type"":""Point"",""coordinates"":[85.35432426553857,26.241345953019437]}"
000000000000000000cc,"5,00,12,95,475",RAMA SHANKAR RAY KE NIJI JAMIN ME POKHAR NIRMAN,minapur,MUZAFFARPUR,1,8/19 nandana,1054,1,0.22075928241169787,0.28849531057671557,0.30673374724117913,0.20356055938201414,0.2460120937523252,0.30973517455561833,0.32117945481145144,0.36086218944712356,0.3364707439331195,0.3677841421772599,0.29780148685012997,0.3113179067724897,0.3621499411605282,0.25207459643161234,0.30337543483170454,very shallow,9089.36,1,"{""type"":""Point"",""coordinates"":[85.3688520167707,26.29775358134552]}"
000000000000000000cd,"5,00,36,68,977",tapeswar sahni ke niji jamin me pokhar nirman karya,minapur,MUZAFFARPUR,1,8/26 tengrari,1057,1,0.20769589898068266,0.38335060880537586,0.3389977491172998,0.20816522124205591,0.318899426501098,0.3833152833502927,0.4001869038277698,0.41151318445619256,0.26415366326284256,0.2862108636688892,0.3270089653748927,0.37419051721011004,0.3909368572579781,0.28156401856055663,0.3040793365006244,,98.49,1,"{""type"":""Point"",""coordinates"":[85.27080084370648,26.30362621743291]}"
000000000000000000ce,"5,00,13,99,163",जुनैद आलम के जमीन पर पोखर निर्माण कार्य,bochahan,MUZAFFARPUR,1,10/13 narkatiya,1059,1,0.21143794059753418,0.293592013023974,0.21560041359587284,0.19851091733895868,0.26417940822276437,0.34029078483581543,0.3080376256440027,0.2608241237559713,0.22272201017899948,0.19760396490087515,0.39864110946655273,0.2899822011697207,0.25278858306623325,0.15475214712887314,0.2583773413470217,,677.21,1,"{""type"":""Point"",""coordinates"":[85.4789828945887,26.22783487682749]}"
